10,13,11,10,"Sim, um pouco","Sim, um pouco",Feminino,39
9,14,18,16,Não,"Sim, um pouco",Masculino,30
15,18,14,18,"Sim, um pouco",Não,Feminino,20
5,15,12,8,Não,"Sim, um pouco",Feminino,20
9,20,14,14,"Sim, um pouco","Sim, um pouco",Feminino,28
